-91,59,-27,-10,45,36,-17,-4,45,285323,1,4,bicep curl
-100,1,-40,-13,57,37,-52,-4,137,285635,1,4,bicep curl
-60,-71,-17,-5,70,37,-49,5,104,285947,1,4,bicep curl
-7,-97,5,3,73,32,-24,10,58,286259,1,4,bicep curl
-16,-92,-1,5,72,31,28,-21,-58,286571,1,4,bicep curl
-65,-52,-25,-6,68,36,52,-10,-113,286883,1,4,bicep curl
-102,-2,-41,-11,58,40,42,-5,-85,287195,1,4,bicep curl
-84,52,-28,-11,48,37,25,19,-63,287507,1,4,bicep curl
-79,53,-28,-11,46,36,0,3,7,287819,1,4,bicep curl
-101,24,-44,-11,52,38,-48,-9,110,288131,1,4,bicep curl
-68,-45,-27,-7,67,38,-68,22,129,288443,1,4,bicep curl
-16,-94,2,3,74,33,-29,9,73,288755,1,4,bicep curl
-19,-90,2,4,74,33,26,-25,-65,289067,1,4,bicep curl
-55,-58,-12,-4,72,35,33,-25,-87,289379,1,4,bicep curl
-91,-24,-38,-10,62,40,45,14,-96,289691,1,4,bicep curl
-99,44,-36,-11,50,40,17,7,-60,290003,1,4,bicep curl
-77,45,-28,-12,49,37,2,0,8,290315,1,4,bicep curl
-84,47,-27,-12,48,39,2,-4,-2,290627,1,4,bicep curl
-82,45,-29,-11,48,38,0,2,0,290939,1,4,bicep curl
-83,45,-28,-12,48,38,-2,-2,0,291251,1,4,bicep curl
-81,48,-27,-12,49,38,0,2,-3,291563,1,4,bicep curl
-77,49,-28,-11,48,38,1,0,-2,291875,1,4,bicep curl

BASELINE FILE
